Filename,CurrentPath,SizeBytes,SizeMB,DuplicateStatus,DuplicateOf
placeholder-jungle-flower.jpg,images/placeholder-jungle-flower.jpg,154554,0.15,exact duplicate (byte-identical),images/jungle-flower.jpg;images/jungle-flower2.jpg;images2/JUNGLE FLOWER.jpg
jungle-flower.jpg,images/jungle-flower.jpg,154554,0.15,exact duplicate (byte-identical),images/placeholder-jungle-flower.jpg;images/jungle-flower2.jpg;images2/JUNGLE FLOWER.jpg
jungle-flower2.jpg,images/jungle-flower2.jpg,154554,0.15,exact duplicate (byte-identical),images/placeholder-jungle-flower.jpg;images/jungle-flower.jpg;images2/JUNGLE FLOWER.jpg
JUNGLE FLOWER.jpg,images2/JUNGLE FLOWER.jpg,154554,0.15,exact duplicate (byte-identical),images/placeholder-jungle-flower.jpg;images/jungle-flower.jpg;images/jungle-flower2.jpg
BATH.jpg,images2/BATH.jpg,149550,0.14,no duplicate found,
IMG-20240801-WA0013.jpg,images2/IMG-20240801-WA0013.jpg,135170,0.13,no duplicate found,
IMG-20250603-WA0020.jpg,images2/IMG-20250603-WA0020.jpg,120162,0.11,no duplicate found,
people-wade-clara.jpg,images/people-wade-clara.jpg,98513,0.09,exact duplicate (byte-identical),images2/WADE Y CLARA.jpg
WADE Y CLARA.jpg,images2/WADE Y CLARA.jpg,98513,0.09,exact duplicate (byte-identical),images/people-wade-clara.jpg
logo-footer.jpg,images/logo-footer.jpg,91395,0.09,no duplicate found,
mapacho-burn.jpg,images/mapacho-burn.jpg,46734,0.04,exact duplicate (byte-identical),images2/MAPACHO BURN.jpg
MAPACHO BURN.jpg,images2/MAPACHO BURN.jpg,46734,0.04,exact duplicate (byte-identical),images/mapacho-burn.jpg
